name,state,chamber,party,lid_tw,total_posts_tw,total_likes_tw,total_retweets_tw,total_misinfo_count_tw,total_interactions_tw,interaction_score_tw,overperforming_score_tw,civility_score_tw
Bradford Barrett,IN,H,R,21099996,2,10,5,0,15,0.3333333333333333,0.4322619178524748,1.0
Bradley Jones Jr.,MA,H,R,1506015248,121,540,4429,0,4969,0.8913262225799959,1.1558591472138928,1.0
Brandon Beach,GA,S,R,141239164,21,714,922,0,1636,0.5635696821515892,0.7308291349510668,1.0
Brandon Creighton,TX,S,R,2997303528,64,446,97,0,543,0.1786372007366482,0.2316541769706633,1.0
Brandon Lofton,NC,H,D,950585112202236032,0,0,0,0,0,0.0,0.0,0.0
Brandon Michael Newton,SC,H,R,818159377,208,1058,131233,0,132291,0.9920024793825732,1.2864146827569638,1.0
Brandon Ogles,TN,H,R,983402090738388992,0,0,0,0,0,0.0,0.0,0.0
Brandon Potter,RI,H,D,1491650094,209,3737,18523,0,22260,0.8321203953279425,1.079081873905848,1.0
Brandon Reed,KY,H,R,382974131,226,2592,288,0,2880,0.1,0.1296785753557424,1.0
Brandon Smith,KY,S,R,1135178635,4,28,58,0,86,0.6744186046511628,0.8745764384457049,1.0
Brandon Woodard,KS,,D,4847946059,6253,89311,1899208,0,1988519,0.9550866750581716,1.238542793627966,1.0
Brandt Iden,MI,H,R,135179880,63,118,380,0,498,0.7630522088353414,0.9895152336381956,1.0
Brandt Smith,AR,H,R,361372812,17,18,4,0,22,0.1818181818181818,0.2357792279195317,1.0
Brenda Dietrich,KS,,R,2163025831,3609,3006,1395778,0,1398784,0.9978509905746704,1.293998948750397,1.0
Brenda Kupchick,CT,H,R,163891387,563,3849,15429,0,19278,0.8003423591658886,1.0378725693348638,1.0
Brenda Lopez,GA,H,D,3397154973,1089,3728,231861,0,235589,0.9841758316389984,1.2762651974649837,1.0
Brendan Crighton,MA,S,D,51907580,201,1426,333,0,1759,0.1893121091529278,0.2454972461254248,1.0
Brenden Jones,NC,H,R,2216185789,150,529,514,1,1043,0.4928092042186002,0.6390679552526521,1.0
Brent Boggs,WV,H,D,260032397,3,29,11,0,40,0.275,0.3566160822282918,1.0
Brent Crane,ID,H,R,823007356644565120,0,0,0,0,0,0.0,0.0,0.0
Brent Hill,ID,S,R,232933196,11,26,195,0,221,0.8823529411764706,1.1442227237271392,1.0
Brent Jackson,NC,S,R,1261953619,609,1954,10632,0,12586,0.8447481328460194,1.0954573440189526,1.0
Brent Powell,MS,H,R,633586173,32,93,15183,0,15276,0.9939120188531028,1.288890946338202,1.0
Bret Roberts,AZ,H,R,2199824491,1301,44554,784723,18,829277,0.9462736817734002,1.2271142294900774,1.0
Brett Geymann,LA,H,R,3187995865,4,5,0,0,5,0.0,0.0,1.0
Brett Hillyer,OH,,R,18501850,83,84,63403,0,63487,0.998676894482335,1.2950699691716634,1.0
Brett Lindstrom,NE,S,R,2970031952,102,911,15638,0,16549,0.9449513565774368,1.2253994570143818,1.0
Brett Parker,KS,,D,4341845314,3083,48820,5803286,0,5852106,0.9916577040812316,1.2859675830580055,1.0
Brian A. Chisholm,MD,H,R,2306687600,7,5,11,0,16,0.6875,0.8915402055707294,1.0
Brian Ashe,MA,H,D,265642432,124,346,27498,0,27844,0.9875736244792416,1.28067140681375,1.0
Brian Barnwell,NY,H,D,2300193835,469,9898,354612,0,364510,0.9728457381141808,1.2615724935955268,1.0
Brian Benjamin,NY,S,D,317292694,1881,64424,829606,1,894030,0.9279397783072156,1.203339084668032,1.0
Brian Bergen,NJ,H,R,41344232,41,10,40507,0,40517,0.9997531900190044,1.2964656938902337,1.0
Brian Birdwell,TX,S,R,245993078,87,689,11929,0,12618,0.9453954667934696,1.2259753728155427,1.0
Brian Boner,WY,S,R,3080448137,269,1575,17338,0,18913,0.916723946491831,1.188794553755545,1.0
Brian Bosma,IN,H,R,151878216,25,439,1059,0,1498,0.7069425901201603,0.9167530794508096,1.0
Brian Campion,VT,S,D,2559337548,10,10,27,0,37,0.7297297297297297,0.9463031174608232,1.0
Brian Dahle,CA,S,R,492476220,767,3038,63928,0,66966,0.9546336947107488,1.2379553751667869,1.0
Brian Daniels,MN,H,R,3003764726,1,0,0,0,0,0.0,0.0,1.0
Brian Egolf,NM,H,D,18193994,827,5606,3791192,0,3796798,0.9985234926904196,1.2948710399133374,1.0
Brian Elder,MI,H,D,3380870583,827,1342,1260492,0,1261834,0.9989364686638654,1.2954065812722633,1.0
Brian Evans,AR,H,R,52817933,48,782,164,0,946,0.1733615221987315,0.2248127522023442,1.0
Brian Farkas,NC,H,D,2208141212,569,5390,24996,0,30386,0.8226156782728888,1.06675629223726,1.0
Brian Feldman,MD,S,D,891255403,488,2005,11799,0,13804,0.8547522457258766,1.1084305350785315,1.0
Brian G. Pettyjohn,DE,S,R,36977672,13,9,1,0,10,0.1,0.1296785753557424,1.0
Brian Hill,OK,H,R,329831974,27,73,581,0,654,0.8883792048929664,1.1520374966618712,1.0
Brian Hubbell,ME,H,D,79800400,193,426,143401,0,143827,0.9970381082828677,1.2929448145750675,1.0
Brian Johnson,MN,H,R,121275320,17,56,103,0,159,0.6477987421383647,0.8400561799774511,1.0
Brian Jones,CA,S,R,948732668,1534,15652,69289,7,84941,0.8157309191085577,1.0578282346362815,1.0
Brian Kelsey,TN,S,R,162126945,927,6760,14760,1,21520,0.6858736059479554,0.8894311209343675,1.0
Brian King,UT,H,D,231950682,4900,74882,12417181,0,12492063,0.9940056338172486,1.289012344890026,1.0
Brian Maienschein,CA,H,D,388535773,319,2834,1744,0,4578,0.3809523809523809,0.4940136204028283,1.0
Brian Meyer,IA,H,D,30649009,1619,1324,11072455,1,11073779,0.999880438285792,1.296630707629769,1.0
Brian Newberry,RI,H,R,2177109452,5148,6919,4669536,54,4676455,0.9985204604770066,1.2948671077821816,1.0
Brian P. Kavanagh,NY,S,D,471454646,943,5325,14611,0,19936,0.732895264847512,0.9504081383039492,1.0
Brian P. Stack,NJ,S,D,3062158491,56,602,1951,0,2553,0.764198981590286,0.9910023522093754,1.0
Brian Sims,PA,H,D,369613362,9533,1883644,17653259,0,19536903,0.9035853328442076,1.1717565867558122,1.0
Brian Smith,CT,H,D,1201642898313355264,0,0,0,0,0,0.0,0.0,0.0
Brian Stewart,OH,,R,248500795,2423,13424,240471,3,253895,0.9471277496602928,1.2282217725583704,1.0
Brian Strickland,GA,S,R,787768939,555,2000,20887,0,22887,0.912614147769476,1.1834650253224068,1.0
Brian Turner,NC,H,D,19464377,961,13163,63349,0,76512,0.8279616269343371,1.0736888423006754,1.0
Brian Williams,MO,S,D,1260217903,1433,19164,937006,0,956170,0.9799575389313616,1.270794975577385,1.0
Brianna Buentello,CO,H,D,867950473101398016,0,0,0,0,0,0.0,0.0,0.0
Brice Wiggins,MS,S,R,21959491,1605,8815,34445,1,43260,0.7962320850670366,1.0325424244402563,1.0
Briggs Hopson,MS,S,R,883895266293800960,0,0,0,0,0,0.0,0.0,0.0
Brigid Kelly,OH,,D,55720891,2496,14524,2531671,0,2546195,0.994295802167548,1.2893886310728278,1.0
Briscoe Cain,TX,H,R,28639189,3741,111023,1416318,11,1527341,0.9273096184807452,1.2025219023826013,1.0
Britt Raybould,ID,H,R,876651,1314,3546,348121,0,351667,0.9899165972354528,1.2837097405049782,1.0
Brittany Pettersen,CO,,D,483010877,547,1535,9695581,0,9697116,0.999841705513268,1.296580479522164,1.0
Brock Greenfield,SD,S,R,1531839823,1,0,2497,0,2497,1.0,1.2967857535574243,1.0
Brooke Green,ID,H,D,284166799,405,5976,1755,0,7731,0.2270081490104773,0.2943809335782279,1.0
Brooke Lierman,MD,H,D,1270418690,2857,36050,4548400,0,4584450,0.99213646129852,1.286588428596798,1.0
Brooks Landgraf,TX,H,R,2234825047,775,14602,97342,0,111944,0.8695597798899449,1.1276327344278103,1.0
Bruce Ayers,MA,H,D,1180523408,179,271,3232,0,3503,0.922637739080788,1.1964634757343982,1.0
Bruce Bearinger,IA,H,D,618166251,214,76,85169,0,85245,0.999108452108628,1.2956296069532791,1.0
Bruce Bickford,ME,H,R,1187155538,1,0,0,0,0,0.0,0.0,1.0
Bruce Cozart,AR,H,R,607691502,1,0,0,0,0,0.0,0.0,1.0
Bruce Maloch,AR,S,D,17500764,157,902,107219,0,108121,0.99165749484374,1.2859673117218071,1.0
Bruce Tarr,MA,S,R,1169101250,329,1162,16818,0,17980,0.935372636262514,1.2129779089726789,1.0
Bruce Thompson,GA,S,R,339237353,468,1794,783,0,2577,0.3038416763678696,0.3940175572508589,1.0
Bryan Avila,FL,H,R,1528174530,757,8206,175985,0,184191,0.955448420389704,1.2390118998203137,1.0
Bryan Cutler,PA,H,R,35802171,520,521,331369,0,331890,0.9984302027780289,1.2947500628839983,1.0
Bryan Hughes,TX,S,R,20809530,1083,20344,863272,22,883616,0.9769764241480462,1.266929108396662,1.0
Bryan Shupe,DE,H,R,288478248,27,4,4,0,8,0.5,0.6483928767787123,1.0
Bryan Slaton,TX,H,R,344462082,159,6281,84201,2,90482,0.9305828783625472,1.206766619165013,1.0
Bryan Terry,TN,H,R,2193317144,797,1637,2084952,2,2086589,0.9992154660069617,1.2957683810520708,1.0
Bryan Townsend,DE,S,D,368134549,1105,5587,12115558,0,12121145,0.9995390699476,1.2961880260320855,1.0
Bryan Zollinger,ID,H,R,712437827770822656,0,0,0,0,0,0.0,0.0,0.0
Bryant Clark,MS,H,D,33973460,5,0,27,0,27,1.0,1.2967857535574243,1.0
Bryce Bennett,MT,S,D,56812053,495,18093,54044,0,72137,0.7491855774429211,0.9715331835986728,1.0
Bryce Reeves,VA,S,R,124560631,190,1310,796,4,2106,0.3779677113010446,0.4901431433199002,1.0
Buffy Wicks,CA,H,D,210833051,12974,897808,42566132,0,43463940,0.979343612198986,1.2699988441371124,1.0
Burt Jones,GA,S,R,615349684,490,112035,275434,12,387469,0.7108542876978545,0.9218257131417884,1.0
Butch Miller,GA,S,R,115070488,308,4580,18286,4,22866,0.7997026152365958,1.037042958521432,1.0
Byron Donalds,FL,H,R,96015533,726,548810,610153,2,1158963,0.5264646067216986,0.6827118017489111,1.0
C. D. Davidsmeyer,IL,H,R,1025052858,2,1,4,0,5,0.8,1.0374286028459396,1.0
C. Ed Massey,KY,H,R,144391318,2910,1096,719248,0,720344,0.9984785047144142,1.2948127001469725,1.0
C. Travis Johnson,LA,H,D,29410042,49,119,8023,0,8142,0.9853844264308524,1.2778324859728831,1.0
Cal Forrest,SC,H,R,466645527,16,125,67,0,192,0.3489583333333333,0.4525241952518096,1.0
Caleb Rowden,MO,S,R,15323106,1464,17443,150407,5,167850,0.8960798331843908,1.1620235617236314,1.0
Calvin Smyre,GA,H,D,929650898,1,0,42,0,42,1.0,1.2967857535574243,1.0
Cam Kenney,NH,H,D,442216047,390,1021,4803254,0,4804275,0.9997874809414532,1.2965101618699415,1.0
Camera Bartolotta,PA,S,R,25294856,1195,525,2396994,2,2397519,0.9997810236331808,1.2965017881245675,1.0
Cameron Miller,NV,H,D,1145333372677320832,0,0,0,0,0,0.0,0.0,0.0
Cameron Sexton,TN,H,R,302209556,1127,28289,32117,2,60406,0.5316855941462768,0.6894823038606066,1.0
Camille Vella-Wilkinson,RI,H,D,544402223,38,16,3,0,19,0.1578947368421052,0.2047556452985407,1.0
Candice Pierucci,UT,H,R,425260362,1156,19535,261570,0,281105,0.9305063944077836,1.2066674358620997,1.0
Carey Hamilton,IN,H,D,351068931,383,3899,1060,0,4959,0.2137527727364388,0.2771915504680117,1.0
Carl Albrecht ,UT,H,R,4686476408,8,1,23,0,24,0.9583333333333334,1.2427530138258651,1.0
Carl Anderton Jr.,MD,H,R,513812971,773,1162,38500,0,39662,0.9707024355806564,1.258793089404489,1.0
Carl Ford,NC,S,R,495967121,173,2041,3857,0,5898,0.6539504916920991,0.848033681158187,1.0
Carl Heastie,NY,H,D,383566622,1210,46065,10399,0,56464,0.1841704448852366,0.2388296091535077,1.0
Carl Martin,WV,H,R,52629224,4,3,79649,0,79652,0.999962336162306,1.2967369116292786,1.0
Carl Ray Russell,NC,H,D,915340246849552384,0,0,0,0,0,0.0,0.0,0.0
Carl Wilson,OR,H,R,536477163,8,122,44,0,166,0.2650602409638554,0.3437263443164258,1.0
Carla Cunningham,NC,H,D,219699117,139,121,40733,2,40854,0.9970382337102854,1.292944977227556,1.0
Carla Nelson,MN,S,R,153576594,712,2095,39949,0,42044,0.9501712491675388,1.2321685393603263,1.0
Carla Piluso,OR,H,D,956981048193179648,0,0,0,0,0,0.0,0.0,0.0
Carlos E. Tobon,RI,H,D,33313160,89,35,55947,0,55982,0.9993747990425494,1.2959750018626923,1.0
Carlos Guillermo Smith,FL,H,D,32313637,8587,508887,5107522,1,5616409,0.9093928166556248,1.179287649026473,1.0
Carlos Mariani,MN,H,D,201388920,3888,21631,6454259,0,6475890,0.9966597641405274,1.2924541832813388,1.0
Carlton Wing,AR,H,R,84339984,1,0,156,0,156,1.0,1.2967857535574243,1.0
Carmen De La Rosa,NY,H,D,93330579,2407,11949,357343,0,369292,0.9676434907877776,1.2548262933761651,1.0
Carmen E. Arroyo,NY,H,D,1611810054,8,0,0,0,0,0.0,0.0,1.0
Carmine Gentile,MA,H,D,2287082899,224,856,144544,0,145400,0.9941127922971116,1.2891513064800852,1.0
Carol Alvarado,TX,S,D,113173142,3495,97302,1728582,0,1825884,0.9467096485866572,1.2276795850425328,1.0
Carol Ammons,IL,H,D,1945342142,62,772,55433,0,56205,0.986264567209323,1.278973839995529,1.0
Carol Blood,NE,S,D,4070618472,896,13426,33672,0,47098,0.7149348167650431,0.9271172851030955,1.0
Carol Dalby,AR,H,R,1632942158,165,138,3692,0,3830,0.9639686684073108,1.2500608360663217,1.0
Carol Hall,CT,H,R,23133205,24,13,0,0,13,0.0,0.0,1.0
Carol McEntee,RI,H,D,3240070053,723,5048,365599,0,370647,0.9863805723505114,1.2791242738099615,1.0
Carol Spackman Moss,UT,H,D,316664027,3861,17659,7688031,0,7705690,0.9977083168411914,1.2938139314854142,1.0
Carole Fiola,MA,H,D,377507523,155,1003,337,0,1340,0.2514925373134328,0.3261319395140687,1.0
Caroline Simmons,CT,H,D,1135557217,463,3907,731858,0,735765,0.9946898806004636,1.2898996663704168,1.0
Carolyn Comitta,PA,H,D,256625166,46,87,754755,0,754842,0.9998847440921412,1.2966362913380998,1.0
Carolyn Crawford,MS,H,R,1902968790,6,0,358,0,358,1.0,1.2967857535574243,1.0
Carolyn Dykema,MA,H,D,367740644,303,725,2330,0,3055,0.762684124386252,0.9890379069685103,1.0
Carolyn Hugley,GA,H,D,2292909116,168,943,175133,0,176076,0.9946443581180854,1.2898406334638022,1.0
Carolyn Laine,MN,S,D,237109050,104,413,122564,0,122977,0.9966416484383258,1.2924306910968082,1.0
Carolyn McGinn,KS,,R,2338601425,25,72,206,0,278,0.7410071942446043,0.960927572779962,1.0
Carrie Buck,NV,S,R,2793084701,1191,5579,107707,1,113286,0.9507529615309924,1.232922895665921,1.0
Carrie Koelker,IA,S,R,930100546941399040,0,0,0,0,0,0.0,0.0,0.0
Carrie Ruud,MN,S,R,339684960,326,2759,122198,0,124957,0.977920404619189,1.2681532488232763,1.0
Carrie Woerner,NY,H,D,2962274537,410,1003,4060,0,5063,0.801896109026269,1.0398874500183968,1.0
Carter Nordman,IA,H,R,2168516826,137,2578,89483,0,92061,0.9719968281900044,1.2604716392998014,1.0
Cary Pigman,FL,H,R,790361671,63,199,2313,0,2512,0.92078025477707,1.1940547165518802,1.0
Casey Conley,NH,H,D,61871092,639,3853,7644388,0,7648241,0.9994962240337354,1.296132464061388,1.0
Casey Knudsen,MT,H,R,129822858,32,8,172875,0,172883,0.9999537259302534,1.2967257460030182,1.0
Casey Schreiner,MT,H,D,21838178,155,3447,2120,0,5567,0.3808155200287408,0.4938361411068331,1.0
Casey Toof,VT,H,R,24555924,10,19,873,0,892,0.9786995515695068,1.2691636354883762,1.0
Catalina Cruz,NY,H,D,2792794113,7189,84629,1606758,0,1691387,0.949964733085923,1.2319007322478064,1.0
Catherine Ingram,OH,,D,2269362912,346,1254,12147,0,13401,0.9064248936646518,1.175438888774124,1.0
Catherine Osten,CT,S,D,820170295,3370,2740,287513,0,290253,0.9905599597592444,1.284544043860204,1.0
Cathleen Galgiani,CA,S,D,558894990,8,108,86,0,194,0.4432989690721649,0.5748637876594769,1.0
Cecil Bell Jr.,TX,H,R,94650130,178,259,4402,0,4661,0.9444325252091824,1.224726643887531,1.0
Cecil Brockman,NC,H,D,2389322204,157,180,1581292,0,1581472,0.9998861819874144,1.2966381559802052,1.0
Cecil Thomas,OH,,D,2786409114,457,7474,590212,0,597686,0.9874951061259593,1.2805695853318209,1.0
Cecilia Aguiar-Curry,CA,H,D,831987790812368896,0,0,0,0,0,0.0,0.0,0.0
Cedric Burnett,MS,H,D,336368578,2,0,34905,0,34905,1.0,1.2967857535574243,1.0
Cedric Glover,LA,H,D,76416698,1171,1493,4130995,0,4132488,0.9996387164342644,1.296317246176384,1.0
Cedric Ross Hayden,OR,H,R,2273493398,79,898,498,0,1396,0.3567335243553008,0.4626069522002847,1.0
Celia Israel,TX,H,D,1205219106,1500,29360,540288,0,569648,0.9484593994888072,1.229948637084715,1.0
Cesar Blanco,TX,H,D,427002522,3331,43352,2175981,0,2219333,0.9804662031340048,1.2714546040687171,1.0
Cesar Chavez,AZ,H,D,186655721,1123,30955,359483,0,390438,0.9207172457598902,1.1939730073560555,1.0
Cezar McKnight,SC,H,D,38765437,1510,6498,8661998,1,8668496,0.9992503889948152,1.295813668685191,1.0
Chad Caldwell,OK,H,R,2435630136,355,905,283030,0,283935,0.9968126507827496,1.2926524445008818,1.0
Chad Ingels,IA,H,R,63149033,1500,10879,10008,1,20887,0.4791497103461483,0.6213545181980517,1.0
Chad Lovejoy,WV,H,D,24046248,5,33,26,0,59,0.4406779661016949,0.5714649083473397,1.0
Chad McMahan,MS,S,R,3214495317,4,3,0,0,3,0.0,0.0,1.0
Chandra Dillard,SC,H,D,531900303,264,7359,34554,0,41913,0.8244220170352874,1.069098726610437,1.0
Chantel Jackson,NY,H,D,464145134,745,11969,947077,0,959046,0.9875198895569138,1.2806017241320071,1.0
Chapin Rose,IL,S,R,38468522,101,592,327,1,919,0.3558215451577802,0.4614243105693991,1.0
Charlene Fernandez,AZ,H,D,42762200,1502,55912,525616,0,581528,0.9038532968317948,1.1721040786373815,1.0
Charlene Fite,AR,H,R,611045296,50,38,437,0,475,0.92,1.1930428932728308,1.0
Charlene Lima,RI,H,D,2430153675,200,588,153,0,741,0.2064777327935222,0.2677573823134763,1.0
Charles Beckett,MS,H,R,381083705,80,33,159984,0,160017,0.9997937719117344,1.2965183199105783,1.0
Charles Booker,KY,H,D,3298708805,2466,13454072,1740541,0,15194613,0.1145498736953682,0.1485466442799558,1.0
Charles D. Lavine,NY,H,D,167412391,382,330,360072,0,360402,0.999084355802687,1.2955983592070217,1.0
Charles E. Sydnor III,MD,S,D,867313896,1398,1953,754940,0,756893,0.9974197145435352,1.2934396761373697,1.0
Charles Fall,NY,H,D,2359955326,953,6731,276167,0,282898,0.9762069721242284,1.2659312939741294,1.0
Charles Isenhart,IA,H,D,18328521,645,3386,21523,0,24909,0.8640651973182384,1.1205074380270763,1.0
Charles McCall,OK,H,R,2293040214,16,177,49,0,226,0.2168141592920354,0.2811615129394416,1.0
